Name;Surname;SID;GPA;Grade;Credits;email;password;SFID;Major
Lacresha;Jacob;46170;2.08;4;120;ljacob@du.edu.tr;LJ46170;2;Chemical and Biological Engineering 
Lacy;Jacqualine;46171;1.77;3;89;ljacqualine@du.edu.tr;LJ46171;3;Law
Ladawn;Jacque;46172;2.18;4;123;ljacque@du.edu.tr;LJ46172;1;Business Administration
Ladonna;Jacquelin;46173;2.94;3;77;ljacquelin@du.edu.tr;LJ46173;3;Law
Lady;Jacqueline;46174;1.54;3;93;ljacqueline@du.edu.tr;LJ46174;4;Archaeology and History of Art
Lael;Jacquelyn;46175;2.76;4;118;ljacquelyn@du.edu.tr;LJ46175;4;Philosophy
Lahoma;Jacquelyne;46176;3.71;4;113;ljacquelyne@du.edu.tr;LJ46176;0;Mathematics
Lai;Jacquelynn;46177;1.58;4;118;ljacquelynn@du.edu.tr;LJ46177;0;Physics
Laila;Jacques;46178;1.27;1;21;ljacques@du.edu.tr;LJ46178;1;Business Administration
Laine;Jacquetta;46179;1.94;4;128;ljacquetta@du.edu.tr;LJ46179;2;Electrical and Electronics Engineering
Lajuana;Jacqui;46180;2.95;3;104;ljacqui@du.edu.tr;LJ46180;4;Sociology
Lakeesha;Jacquie;46181;3.05;3;82;ljacquie@du.edu.tr;LJ46181;3;Law
Lakeisha;Jacquiline;46182;3.71;3;87;ljacquiline@du.edu.tr;LJ46182;4;Comparative Literature
Lakendra;Jacquline;46183;1.52;3;81;ljacquline@du.edu.tr;LJ46183;3;Law
Lakenya;Jacqulyn;46184;3.83;3;102;ljacqulyn@du.edu.tr;LJ46184;0;Mathematics
Lakesha;Jada;46185;2.92;1;11;ljada@du.edu.tr;LJ46185;4;Media and Visual Arts
Lakeshia;Jade;46186;1.15;3;100;ljade@du.edu.tr;LJ46186;4;Psychology
Lakia;Jadwiga;46187;1.54;3;85;ljadwiga@du.edu.tr;LJ46187;0;Molecular Biology and Genetics
Lakiesha;Jae;46188;3.18;2;37;ljae@du.edu.tr;LJ46188;1;Economy
Lakisha;Jaime;46189;2.92;2;55;ljaime@du.edu.tr;LJ46189;0;Molecular Biology and Genetics
Lakita;Jaimee;46190;1.4;3;76;ljaimee@du.edu.tr;LJ46190;1;Economy
Lala;Jaimie;46191;1.33;1;32;ljaimie@du.edu.tr;LJ46191;0;Chemistry
Lamar;Jake;46192;3.5;1;1;ljake@du.edu.tr;LJ46192;1;Economy
Lamonica;Jaleesa;46193;1.53;2;68;ljaleesa@du.edu.tr;LJ46193;3;Law
Lamont;Jalisa;46194;2.97;1;6;ljalisa@du.edu.tr;LJ46194;4;Psychology
Lan;Jama;46195;2.18;3;91;ljama@du.edu.tr;LJ46195;0;Molecular Biology and Genetics
Lana;Jamaal;46196;2.59;2;65;ljamaal@du.edu.tr;LJ46196;3;Law
Lance;Jamal;46197;1.6;4;130;ljamal@du.edu.tr;LJ46197;4;History
Landon;Jamar;46198;1.84;4;116;ljamar@du.edu.tr;LJ46198;2;Mechanical Engineering
Lane;Jame;46199;1.45;2;47;ljame@du.edu.tr;LJ46199;4;Comparative Literature
Lanell;Jamee;46200;3.71;3;104;ljamee@du.edu.tr;LJ46200;3;Law
Lanelle;Jamel;46201;2.8;1;25;ljamel@du.edu.tr;LJ46201;1;Business Administration
Lanette;James;46202;1.41;4;108;ljames@du.edu.tr;LJ46202;2;Computer Engineering
Lang;Jamey;46203;1.57;4;125;ljamey@du.edu.tr;LJ46203;1;Business Administration
Lani;Jami;46204;2.33;1;31;ljami@du.edu.tr;LJ46204;0;Mathematics
Lanie;Jamie;46205;2.04;1;13;ljamie@du.edu.tr;LJ46205;0;Mathematics
Lanita;Jamika;46206;1.57;2;39;ljamika@du.edu.tr;LJ46206;1;Business Administration
Lannie;Jamila;46207;2.01;2;46;ljamila@du.edu.tr;LJ46207;4;Sociology
Lanny;Jamison;46208;1.93;4;136;ljamison@du.edu.tr;LJ46208;0;Mathematics
Lanora;Jammie;46209;1.5;1;16;ljammie@du.edu.tr;LJ46209;4;Archaeology and History of Art
Laquanda;Jan;46210;3.64;3;95;ljan@du.edu.tr;LJ46210;3;Law
Laquita;Jana;46211;3.04;4;131;ljana@du.edu.tr;LJ46211;4;Media and Visual Arts
Lara;Janae;46212;1.14;4;127;ljanae@du.edu.tr;LJ46212;3;Law
Larae;Janay;46213;1.66;4;138;ljanay@du.edu.tr;LJ46213;2;Electrical and Electronics Engineering
Laraine;Jane;46214;1.27;2;38;ljane@du.edu.tr;LJ46214;2;Mechanical Engineering
Laree;Janean;46215;3.25;3;95;ljanean@du.edu.tr;LJ46215;3;Law
Larhonda;Janee;46216;1.23;4;109;ljanee@du.edu.tr;LJ46216;1;International Relations
Larisa;Janeen;46217;2.83;2;49;ljaneen@du.edu.tr;LJ46217;0;Physics
Larissa;Janel;46218;1.73;4;107;ljanel@du.edu.tr;LJ46218;0;Mathematics
Larita;Janell;46219;1.48;3;91;ljanell@du.edu.tr;LJ46219;3;Law
Laronda;Janella;46220;1.8;3;102;ljanella@du.edu.tr;LJ46220;3;Law
Larraine;Janelle;46221;2.16;1;35;ljanelle@du.edu.tr;LJ46221;4;Philosophy
Larry;Janene;46222;3;4;120;ljanene@du.edu.tr;LJ46222;3;Law
Larue;Janessa;46223;3.89;2;48;ljanessa@du.edu.tr;LJ46223;2;Electrical and Electronics Engineering
Lasandra;Janet;46224;2.52;4;135;ljanet@du.edu.tr;LJ46224;0;Mathematics
Lashanda;Janeth;46225;3.8;2;48;ljaneth@du.edu.tr;LJ46225;1;Economy
Lashandra;Janett;46226;3.99;3;100;ljanett@du.edu.tr;LJ46226;4;History
Lashaun;Janetta;46227;1.63;1;20;ljanetta@du.edu.tr;LJ46227;3;Law
Lashaunda;Janette;46228;2.06;3;105;ljanette@du.edu.tr;LJ46228;2;Electrical and Electronics Engineering
Lashawn;Janey;46229;1.34;3;85;ljaney@du.edu.tr;LJ46229;4;Psychology
Lashawna;Jani;46230;2.57;1;12;ljani@du.edu.tr;LJ46230;3;Law
Lashawnda;Janice;46231;2.73;1;29;ljanice@du.edu.tr;LJ46231;0;Mathematics
Lashay;Janie;46232;2.15;4;125;ljanie@du.edu.tr;LJ46232;2;Mechanical Engineering
Lashell;Janiece;46233;1.9;3;101;ljaniece@du.edu.tr;LJ46233;3;Law
Lashon;Janina;46234;3.11;1;20;ljanina@du.edu.tr;LJ46234;4;Psychology
Lashonda;Janine;46235;2.78;1;15;ljanine@du.edu.tr;LJ46235;1;Business Administration
Lashunda;Janis;46236;1.61;1;13;ljanis@du.edu.tr;LJ46236;1;International Relations
Lasonya;Janise;46237;3.79;4;139;ljanise@du.edu.tr;LJ46237;2;Chemical and Biological Engineering 
Latanya;Janita;46238;2.79;4;112;ljanita@du.edu.tr;LJ46238;2;Computer Engineering
Latarsha;Jann;46239;2.59;3;91;ljann@du.edu.tr;LJ46239;4;Philosophy
Latasha;Janna;46240;2.84;3;75;ljanna@du.edu.tr;LJ46240;4;Media and Visual Arts
Latashia;Jannet;46241;3.16;2;53;ljannet@du.edu.tr;LJ46241;4;Psychology
Latesha;Jannette;46242;2.3;2;57;ljannette@du.edu.tr;LJ46242;1;Business Administration
Latia;Jannie;46243;2.89;1;32;ljannie@du.edu.tr;LJ46243;0;Mathematics
Laticia;January;46244;3.9;2;48;ljanuary@du.edu.tr;LJ46244;1;Business Administration
Latina;Janyce;46245;3.51;2;38;ljanyce@du.edu.tr;LJ46245;2;Electrical and Electronics Engineering
Latisha;Jaqueline;46246;1.59;3;77;ljaqueline@du.edu.tr;LJ46246;0;Mathematics
Latonia;Jaquelyn;46247;2.83;1;7;ljaquelyn@du.edu.tr;LJ46247;2;Industrial Engineering
Latonya;Jared;46248;2.19;4;127;ljared@du.edu.tr;LJ46248;3;Law
Latoria;Jarod;46249;2.19;1;28;ljarod@du.edu.tr;LJ46249;3;Law
Latosha;Jarred;46250;1.01;4;136;ljarred@du.edu.tr;LJ46250;1;Economy
Latoya;Jarrett;46251;2.6;2;48;ljarrett@du.edu.tr;LJ46251;1;Business Administration
Latoyia;Jarrod;46252;2.77;4;136;ljarrod@du.edu.tr;LJ46252;1;Economy
Latrice;Jarvis;46253;3.49;4;129;ljarvis@du.edu.tr;LJ46253;1;International Relations
Latricia;Jasmin;46254;3.07;3;74;ljasmin@du.edu.tr;LJ46254;3;Law
Latrina;Jasmine;46255;1.02;2;39;ljasmine@du.edu.tr;LJ46255;0;Chemistry
Latrisha;Jason;46256;1.1;3;81;ljason@du.edu.tr;LJ46256;0;Chemistry
Launa;Jasper;46257;3.3;4;106;ljasper@du.edu.tr;LJ46257;0;Physics
Laura;Jaunita;46258;3.66;2;44;ljaunita@du.edu.tr;LJ46258;3;Law
Lauralee;Javier;46259;1.37;3;82;ljavier@du.edu.tr;LJ46259;3;Law
Lauran;Jay;46260;3.91;3;81;ljay@du.edu.tr;LJ46260;4;Psychology
Laure;Jaye;46261;1.91;4;120;ljaye@du.edu.tr;LJ46261;2;Chemical and Biological Engineering 
Laureen;Jayme;46262;1.45;1;25;ljayme@du.edu.tr;LJ46262;4;Psychology
Laurel;Jaymie;46263;3.52;4;132;ljaymie@du.edu.tr;LJ46263;2;Mechanical Engineering
Lauren;Jayna;46264;2.76;4;120;ljayna@du.edu.tr;LJ46264;1;International Relations
Laurena;Jayne;46265;2.67;4;119;ljayne@du.edu.tr;LJ46265;4;Media and Visual Arts
Laurence;Jayson;46266;1.06;3;98;ljayson@du.edu.tr;LJ46266;4;Philosophy
Laurene;Jazmin;46267;1.89;1;19;ljazmin@du.edu.tr;LJ46267;4;Sociology
Lauretta;Jazmine;46268;2.05;1;24;ljazmine@du.edu.tr;LJ46268;3;Law
Laurette;Jc;46269;2.5;2;38;ljc@du.edu.tr;LJ46269;1;Business Administration
Lauri;Jean;46270;1.36;2;53;ljean@du.edu.tr;LJ46270;2;Chemical and Biological Engineering 
Laurice;Jeana;46271;3.28;1;2;ljeana@du.edu.tr;LJ46271;0;Chemistry
Laurie;Jeane;46272;1.75;1;15;ljeane@du.edu.tr;LJ46272;0;Chemistry
Laurinda;Jeanelle;46273;3.36;2;50;ljeanelle@du.edu.tr;LJ46273;2;Computer Engineering
Laurine;Jeanene;46274;2.95;1;15;ljeanene@du.edu.tr;LJ46274;3;Law
Lauryn;Jeanett;46275;3.49;3;77;ljeanett@du.edu.tr;LJ46275;2;Computer Engineering
Lavada;Jeanetta;46276;3.85;2;69;ljeanetta@du.edu.tr;LJ46276;1;Business Administration
Lavelle;Jeanette;46277;1.4;3;102;ljeanette@du.edu.tr;LJ46277;4;Psychology
Lavenia;Jeanice;46278;1.75;3;71;ljeanice@du.edu.tr;LJ46278;3;Law
Lavera;Jeanie;46279;1.67;4;108;ljeanie@du.edu.tr;LJ46279;3;Law
Lavern;Jeanine;46280;1.64;2;54;ljeanine@du.edu.tr;LJ46280;2;Industrial Engineering
Laverna;Jeanmarie;46281;1.75;1;17;ljeanmarie@du.edu.tr;LJ46281;4;Philosophy
Laverne;Jeanna;46282;3.65;2;64;ljeanna@du.edu.tr;LJ46282;3;Law
Laveta;Jeanne;46283;3.46;3;79;ljeanne@du.edu.tr;LJ46283;3;Law
Lavette;Jeannetta;46284;1.6;1;21;ljeannetta@du.edu.tr;LJ46284;2;Electrical and Electronics Engineering
Lavina;Jeannette;46285;1.37;3;85;ljeannette@du.edu.tr;LJ46285;1;International Relations
Lavinia;Jeannie;46286;2.14;4;114;ljeannie@du.edu.tr;LJ46286;1;International Relations
Lavon;Jeannine;46287;3.52;1;30;ljeannine@du.edu.tr;LJ46287;2;Electrical and Electronics Engineering
Lavona;Jed;46288;3.65;1;3;ljed@du.edu.tr;LJ46288;4;Media and Visual Arts
Lavonda;Jeff;46289;2.97;3;87;ljeff@du.edu.tr;LJ46289;3;Law
Lavone;Jefferey;46290;2.35;4;136;ljefferey@du.edu.tr;LJ46290;4;Philosophy
Lavonia;Jefferson;46291;3.99;1;30;ljefferson@du.edu.tr;LJ46291;0;Chemistry
Lavonna;Jeffery;46292;3.21;4;133;ljeffery@du.edu.tr;LJ46292;1;Business Administration
Lavonne;Jeffie;46293;2.47;4;113;ljeffie@du.edu.tr;LJ46293;3;Law
Lawana;Jeffrey;46294;3.58;1;32;ljeffrey@du.edu.tr;LJ46294;3;Law
Lawanda;Jeffry;46295;3.36;1;23;ljeffry@du.edu.tr;LJ46295;3;Law
Lawanna;Jen;46296;3.11;1;25;ljen@du.edu.tr;LJ46296;3;Law
Lawerence;Jena;46297;1.57;1;9;ljena@du.edu.tr;LJ46297;2;Mechanical Engineering
Lawrence;Jenae;46298;3.05;2;40;ljenae@du.edu.tr;LJ46298;2;Chemical and Biological Engineering 
Layla;Jene;46299;3.6;3;79;ljene@du.edu.tr;LJ46299;4;History
Layne;Jenee;46300;2.22;2;66;ljenee@du.edu.tr;LJ46300;0;Physics
Lazaro;Jenell;46301;1.17;4;115;ljenell@du.edu.tr;LJ46301;0;Molecular Biology and Genetics
Le;Jenelle;46302;2.89;1;23;ljenelle@du.edu.tr;LJ46302;1;International Relations
Lea;Jenette;46303;3.87;1;6;ljenette@du.edu.tr;LJ46303;4;Philosophy
Leah;Jeneva;46304;2.32;3;105;ljeneva@du.edu.tr;LJ46304;0;Chemistry
Lean;Jeni;46305;3.4;4;138;ljeni@du.edu.tr;LJ46305;0;Chemistry
Leana;Jenice;46306;3.11;1;26;ljenice@du.edu.tr;LJ46306;4;Archaeology and History of Art
Leandra;Jenifer;46307;2.86;4;133;ljenifer@du.edu.tr;LJ46307;4;Archaeology and History of Art
Leandro;Jeniffer;46308;2.07;2;68;ljeniffer@du.edu.tr;LJ46308;4;Sociology
Leann;Jenine;46309;1.63;1;8;ljenine@du.edu.tr;LJ46309;1;Economy
Leanna;Jenise;46310;2.59;4;129;ljenise@du.edu.tr;LJ46310;4;History
Leanne;Jenna;46311;3.6;1;35;ljenna@du.edu.tr;LJ46311;2;Computer Engineering
Leanora;Jennefer;46312;1.56;2;51;ljennefer@du.edu.tr;LJ46312;2;Computer Engineering
Leatha;Jennell;46313;2.67;4;118;ljennell@du.edu.tr;LJ46313;3;Law
Leatrice;Jennette;46314;1.63;2;42;ljennette@du.edu.tr;LJ46314;0;Mathematics
Lecia;Jenni;46315;2.08;4;124;ljenni@du.edu.tr;LJ46315;1;Business Administration
Leda;Jennie;46316;2.44;4;129;ljennie@du.edu.tr;LJ46316;1;Business Administration
Lee;Jennifer;46317;3.09;2;63;ljennifer@du.edu.tr;LJ46317;1;Economy
Leeann;Jenniffer;46318;1.7;2;36;ljenniffer@du.edu.tr;LJ46318;0;Mathematics
Leeanna;Jennine;46319;1.59;4;136;ljennine@du.edu.tr;LJ46319;0;Mathematics
Leeanne;Jenny;46320;1.37;4;106;ljenny@du.edu.tr;LJ46320;4;Philosophy
Leena;Jerald;46321;1.75;1;28;ljerald@du.edu.tr;LJ46321;0;Physics
Leesa;Jeraldine;46322;1.61;1;14;ljeraldine@du.edu.tr;LJ46322;3;Law
Leia;Jeramy;46323;2.41;1;17;ljeramy@du.edu.tr;LJ46323;2;Electrical and Electronics Engineering
Leida;Jere;46324;3.78;1;34;ljere@du.edu.tr;LJ46324;2;Computer Engineering
Leif;Jeremiah;46325;1.8;1;25;ljeremiah@du.edu.tr;LJ46325;1;Business Administration
Leigh;Jeremy;46326;1.09;2;57;ljeremy@du.edu.tr;LJ46326;0;Molecular Biology and Genetics
Leigha;Jeri;46327;2.39;3;96;ljeri@du.edu.tr;LJ46327;4;Media and Visual Arts
Leighann;Jerica;46328;2.51;4;106;ljerica@du.edu.tr;LJ46328;0;Molecular Biology and Genetics
Leila;Jerilyn;46329;2.35;2;68;ljerilyn@du.edu.tr;LJ46329;3;Law
Leilani;Jerlene;46330;1.42;2;70;ljerlene@du.edu.tr;LJ46330;2;Computer Engineering
Leisa;Jermaine;46331;2.17;4;125;ljermaine@du.edu.tr;LJ46331;0;Mathematics
Leisha;Jerold;46332;1.07;4;111;ljerold@du.edu.tr;LJ46332;4;Philosophy
Lekisha;Jerome;46333;1.12;3;92;ljerome@du.edu.tr;LJ46333;0;Physics
Lela;Jeromy;46334;2.86;3;86;ljeromy@du.edu.tr;LJ46334;1;Business Administration
Lelah;Jerrell;46335;3.55;3;80;ljerrell@du.edu.tr;LJ46335;2;Electrical and Electronics Engineering
Leland;Jerri;46336;3.52;2;66;ljerri@du.edu.tr;LJ46336;1;International Relations
Lelia;Jerrica;46337;2.27;1;30;ljerrica@du.edu.tr;LJ46337;3;Law
Lemuel;Jerrie;46338;2.67;2;56;ljerrie@du.edu.tr;LJ46338;4;Archaeology and History of Art
Len;Jerrod;46339;1.81;4;119;ljerrod@du.edu.tr;LJ46339;0;Physics
Lena;Jerrold;46340;1.9;1;35;ljerrold@du.edu.tr;LJ46340;3;Law
Lenard;Jerry;46341;2.08;4;136;ljerry@du.edu.tr;LJ46341;3;Law
Lenita;Jesenia;46342;2.78;3;72;ljesenia@du.edu.tr;LJ46342;2;Electrical and Electronics Engineering
Lenna;Jesica;46343;1.12;4;134;ljesica@du.edu.tr;LJ46343;0;Mathematics
Lennie;Jess;46344;1.95;1;10;ljess@du.edu.tr;LJ46344;4;Sociology
Lenny;Jesse;46345;3.55;2;68;ljesse@du.edu.tr;LJ46345;4;Archaeology and History of Art
Lenora;Jessenia;46346;3.36;2;69;ljessenia@du.edu.tr;LJ46346;1;Business Administration
Lenore;Jessi;46347;3.68;1;23;ljessi@du.edu.tr;LJ46347;0;Chemistry
Leo;Jessia;46348;1.27;2;67;ljessia@du.edu.tr;LJ46348;4;Comparative Literature
Leola;Jessica;46349;1.96;1;32;ljessica@du.edu.tr;LJ46349;0;Physics
Leoma;Jessie;46350;2.39;4;117;ljessie@du.edu.tr;LJ46350;2;Industrial Engineering
Leon;Jessika;46351;2.22;4;109;ljessika@du.edu.tr;LJ46351;0;Mathematics
Leona;Jestine;46352;1.03;3;74;ljestine@du.edu.tr;LJ46352;2;Electrical and Electronics Engineering
Leonard;Jesus;46353;3.02;1;23;ljesus@du.edu.tr;LJ46353;4;Media and Visual Arts
Leonarda;Jesusa;46354;1.68;1;22;ljesusa@du.edu.tr;LJ46354;3;Law
Leonardo;Jesusita;46355;1.66;4;129;ljesusita@du.edu.tr;LJ46355;4;Archaeology and History of Art
Leone;Jetta;46356;1.78;4;138;ljetta@du.edu.tr;LJ46356;2;Mechanical Engineering
Leonel;Jettie;46357;3.05;3;105;ljettie@du.edu.tr;LJ46357;3;Law
Leonia;Jewel;46358;1.53;4;115;ljewel@du.edu.tr;LJ46358;4;Philosophy
Leonida;Jewell;46359;2.99;1;21;ljewell@du.edu.tr;LJ46359;1;International Relations
Leonie;Ji;46360;3.46;1;28;lji@du.edu.tr;LJ46360;2;Computer Engineering
Leonila;Jill;46361;2.74;4;109;ljill@du.edu.tr;LJ46361;0;Physics
Leonor;Jillian;46362;2.41;1;13;ljillian@du.edu.tr;LJ46362;3;Law
Leonora;Jim;46363;1.37;3;78;ljim@du.edu.tr;LJ46363;2;Mechanical Engineering
Leonore;Jimmie;46364;2.07;2;56;ljimmie@du.edu.tr;LJ46364;2;Computer Engineering
Leontine;Jimmy;46365;2.78;2;68;ljimmy@du.edu.tr;LJ46365;3;Law
Leopoldo;Jin;46366;1.84;3;100;ljin@du.edu.tr;LJ46366;4;Philosophy
Leora;Jina;46367;3.54;2;40;ljina@du.edu.tr;LJ46367;2;Computer Engineering
Leota;Jinny;46368;2.09;3;77;ljinny@du.edu.tr;LJ46368;3;Law
Lera;Jo;46369;1.89;1;23;ljo@du.edu.tr;LJ46369;0;Mathematics
Leroy;Joan;46370;2.31;1;34;ljoan@du.edu.tr;LJ46370;2;Computer Engineering
Les;Joana;46371;1.27;4;113;ljoana@du.edu.tr;LJ46371;3;Law
Lesa;Joane;46372;2.09;3;102;ljoane@du.edu.tr;LJ46372;3;Law
Lesha;Joanie;46373;2.85;4;121;ljoanie@du.edu.tr;LJ46373;4;Psychology
Lesia;Joann;46374;1.12;1;15;ljoann@du.edu.tr;LJ46374;0;Mathematics
Leslee;Joanna;46375;1.68;1;18;ljoanna@du.edu.tr;LJ46375;3;Law
Lesley;Joanne;46376;3.41;2;50;ljoanne@du.edu.tr;LJ46376;1;Business Administration
Lesli;Joannie;46377;3.89;2;68;ljoannie@du.edu.tr;LJ46377;3;Law
Leslie;Joaquin;46378;1.5;1;14;ljoaquin@du.edu.tr;LJ46378;3;Law
Lessie;Joaquina;46379;2.87;2;42;ljoaquina@du.edu.tr;LJ46379;4;Sociology
Lester;Jocelyn;46380;2.07;4;118;ljocelyn@du.edu.tr;LJ46380;4;History
Leta;Jodee;46381;2.17;1;33;ljodee@du.edu.tr;LJ46381;2;Industrial Engineering
Letha;Jodi;46382;1.34;1;24;ljodi@du.edu.tr;LJ46382;3;Law
Leticia;Jodie;46383;1.07;4;126;ljodie@du.edu.tr;LJ46383;1;Business Administration
Letisha;Jody;46384;2.98;3;72;ljody@du.edu.tr;LJ46384;0;Molecular Biology and Genetics
Letitia;Joe;46385;1.29;1;25;ljoe@du.edu.tr;LJ46385;0;Physics
Lettie;Joeann;46386;2.89;3;81;ljoeann@du.edu.tr;LJ46386;1;Economy
Letty;Joel;46387;3.77;1;2;ljoel@du.edu.tr;LJ46387;4;Psychology
Levi;Joella;46388;3.16;3;99;ljoella@du.edu.tr;LJ46388;2;Chemical and Biological Engineering 
Lewis;Joelle;46389;3.62;2;66;ljoelle@du.edu.tr;LJ46389;3;Law
Lexie;Joellen;46390;1.49;4;139;ljoellen@du.edu.tr;LJ46390;0;Physics
Lezlie;Joesph;46391;1.49;1;5;ljoesph@du.edu.tr;LJ46391;1;Business Administration
Li;Joetta;46392;3.22;4;127;ljoetta@du.edu.tr;LJ46392;1;Economy
Lia;Joette;46393;1;4;127;ljoette@du.edu.tr;LJ46393;4;Sociology
Liana;Joey;46394;1.27;1;14;ljoey@du.edu.tr;LJ46394;2;Industrial Engineering
Liane;Johana;46395;1.97;2;58;ljohana@du.edu.tr;LJ46395;0;Chemistry
Lianne;Johanna;46396;1.12;2;67;ljohanna@du.edu.tr;LJ46396;2;Computer Engineering
Libbie;Johanne;46397;1.64;3;91;ljohanne@du.edu.tr;LJ46397;3;Law
Libby;John;46398;3.05;4;109;ljohn@du.edu.tr;LJ46398;3;Law
Liberty;Johna;46399;2.87;4;130;ljohna@du.edu.tr;LJ46399;2;Computer Engineering
Librada;Johnathan;46400;1.9;2;68;ljohnathan@du.edu.tr;LJ46400;3;Law
Lida;Johnathon;46401;3.73;3;77;ljohnathon@du.edu.tr;LJ46401;2;Computer Engineering
Lidia;Johnetta;46402;3.17;3;88;ljohnetta@du.edu.tr;LJ46402;3;Law
Lien;Johnette;46403;3.29;3;102;ljohnette@du.edu.tr;LJ46403;2;Mechanical Engineering
Lieselotte;Johnie;46404;2.68;2;61;ljohnie@du.edu.tr;LJ46404;0;Molecular Biology and Genetics
Ligia;Johnna;46405;3.16;4;124;ljohnna@du.edu.tr;LJ46405;3;Law
Lila;Johnnie;46406;2.9;4;114;ljohnnie@du.edu.tr;LJ46406;1;International Relations
Lili;Johnny;46407;3.54;2;49;ljohnny@du.edu.tr;LJ46407;2;Electrical and Electronics Engineering
Lilia;Johnsie;46408;4;1;11;ljohnsie@du.edu.tr;LJ46408;0;Mathematics
Lilian;Johnson;46409;2.65;3;104;ljohnson@du.edu.tr;LJ46409;3;Law
Liliana;Joi;46410;2.37;3;86;ljoi@du.edu.tr;LJ46410;1;Economy
Lilla;Joie;46411;1.27;1;15;ljoie@du.edu.tr;LJ46411;3;Law
Lilli;Jolanda;46412;2.92;2;45;ljolanda@du.edu.tr;LJ46412;1;International Relations
Lillia;Joleen;46413;1.16;3;105;ljoleen@du.edu.tr;LJ46413;2;Computer Engineering
Lilliam;Jolene;46414;3.12;3;74;ljolene@du.edu.tr;LJ46414;3;Law
Lillian;Jolie;46415;2.83;2;64;ljolie@du.edu.tr;LJ46415;2;Chemical and Biological Engineering 
Lilliana;Joline;46416;1.1;1;6;ljoline@du.edu.tr;LJ46416;1;Business Administration
Lillie;Jolyn;46417;1.65;3;97;ljolyn@du.edu.tr;LJ46417;3;Law
Lilly;Jolynn;46418;2.16;3;95;ljolynn@du.edu.tr;LJ46418;4;Comparative Literature
Lily;Jon;46419;1.15;2;60;ljon@du.edu.tr;LJ46419;2;Chemical and Biological Engineering 
Lin;Jona;46420;1.12;3;97;ljona@du.edu.tr;LJ46420;4;Archaeology and History of Art
Lina;Jonah;46421;2.33;3;72;ljonah@du.edu.tr;LJ46421;2;Computer Engineering
Lincoln;Jonas;46422;3.79;3;80;ljonas@du.edu.tr;LJ46422;1;Business Administration
Linda;Jonathan;46423;3.88;4;140;ljonathan@du.edu.tr;LJ46423;1;Business Administration
Lindsay;Jonathon;46424;2.91;1;28;ljonathon@du.edu.tr;LJ46424;3;Law
Lindsey;Jone;46425;2.75;3;87;ljone@du.edu.tr;LJ46425;0;Physics
Lindsy;Jonell;46426;2.26;2;49;ljonell@du.edu.tr;LJ46426;3;Law
Lindy;Jonelle;46427;1.47;2;57;ljonelle@du.edu.tr;LJ46427;0;Molecular Biology and Genetics
Linette;Jong;46428;1.15;2;58;ljong@du.edu.tr;LJ46428;1;International Relations
Ling;Joni;46429;3;1;21;ljoni@du.edu.tr;LJ46429;4;Sociology
Linh;Jonie;46430;1.41;3;96;ljonie@du.edu.tr;LJ46430;0;Molecular Biology and Genetics
Linn;Jonna;46431;1.17;3;102;ljonna@du.edu.tr;LJ46431;3;Law
Linnea;Jonnie;46432;1.53;4;140;ljonnie@du.edu.tr;LJ46432;3;Law
Linnie;Jordan;46433;3.85;2;48;ljordan@du.edu.tr;LJ46433;3;Law
Lino;Jordon;46434;2.86;4;130;ljordon@du.edu.tr;LJ46434;3;Law
Linsey;Jorge;46435;2.71;1;11;ljorge@du.edu.tr;LJ46435;1;Business Administration
Linwood;Jose;46436;3.19;1;34;ljose@du.edu.tr;LJ46436;4;Sociology
Lionel;Josef;46437;3.08;2;69;ljosef@du.edu.tr;LJ46437;0;Molecular Biology and Genetics
Lisa;Josefa;46438;2.26;2;38;ljosefa@du.edu.tr;LJ46438;1;International Relations
Lisabeth;Josefina;46439;2.51;4;128;ljosefina@du.edu.tr;LJ46439;1;Business Administration
Lisandra;Josefine;46440;2.06;1;22;ljosefine@du.edu.tr;LJ46440;0;Mathematics
Lisbeth;Joselyn;46441;1.39;2;65;ljoselyn@du.edu.tr;LJ46441;2;Mechanical Engineering
Lise;Joseph;46442;4;4;139;ljoseph@du.edu.tr;LJ46442;3;Law
Lisette;Josephina;46443;1.13;1;31;ljosephina@du.edu.tr;LJ46443;4;Media and Visual Arts
Lisha;Josephine;46444;2.95;1;19;ljosephine@du.edu.tr;LJ46444;0;Mathematics
Lissa;Josette;46445;1.99;2;49;ljosette@du.edu.tr;LJ46445;3;Law
Lissette;Josh;46446;2.86;4;114;ljosh@du.edu.tr;LJ46446;1;Economy
Lita;Joshua;46447;2.94;1;17;ljoshua@du.edu.tr;LJ46447;1;Business Administration
Livia;Josiah;46448;3.41;1;31;ljosiah@du.edu.tr;LJ46448;2;Chemical and Biological Engineering 
Liz;Josie;46449;3.89;1;4;ljosie@du.edu.tr;LJ46449;0;Chemistry
Liza;Joslyn;46450;3.92;4;110;ljoslyn@du.edu.tr;LJ46450;3;Law
Lizabeth;Jospeh;46451;2.58;4;139;ljospeh@du.edu.tr;LJ46451;4;Psychology
Lizbeth;Josphine;46452;2.19;1;25;ljosphine@du.edu.tr;LJ46452;2;Computer Engineering
Lizeth;Josue;46453;1.62;3;78;ljosue@du.edu.tr;LJ46453;4;History
Lizette;Jovan;46454;3.15;1;29;ljovan@du.edu.tr;LJ46454;0;Mathematics
